,subject_after_pipeline,text_after_pipeline,label
1129,meter receipt meter deliveri nom,fuel buy sell hplc hplr meter meter volum fix amounteveri month kept whole jacki young pmto anita luong hou ect ectcc lauri allen hou ect ect daren farmer hou ect ect patclyn corp enron enron clem cernosek hou ect ectsubject meter receipt meter deliveri nom anita deliveri nom mention meter product receipt meter pleas explain purpos deliveri nom receiptmet situat thisact continu clem cernosek express deliveri nom caus error hisend spectrum forward jacki young hou ect lauri allen pmto jacki young hou ect ectcc daren farmer hou ect ect pat clyne corp enron enronsubject meter jacki life rememb sale deal dobeliev valid part purchas deal tesoro jillziv dealmak probabl answer question couldgeorg weissman melissa grave might check anita thealloc see support get alloc may give yousom clue volum repres let know hateforget thing,0
1130,,,1
1131,supersav phentermin soma,save xanax valium phentermin viagrahereforemail remov dissembl incid hawk ababa alistair gigaherz bingham cormor flagstaff arden planoconvex emil doll lemma berkeley codi canterburi fattybz intern import incnorth front beliz citi belizeankara dragonhead diffus decolletag humpback parquet divis acid motley teammat gullibl midrang irresolv calder astrophysicist instal amplifi magnanimityendur greg misshapen gallup nordstrom sanction janissari monomer sack horac kitti lieuten spit cheerlead greensboro playground singlehand speakeasi scarfac commot spruce hesitat octenni pyrex hygromet insupport sedg situat respit ripoff backpack sidewis alli disastrouscornm minuet quad mueller optoelectron fpc potboil teach might whoop coney arduou synthesi tibet manserv solidifi harpydusti termin locutor thereund wand almost nuclei asplenium queasi brainchildren batik historian blackberri rhapsodi befoul calcin conclav padtestb gala aberr literari ubiqu yard gadolinium transship lemon anorthosit reynold william pentagram divers molin,1
1132,enron chase manhattan bank sign long term energi manag,agreementhouston new york enron energi servic subsidiari enron corp chase manhattan corpor nyse cmb announc today ten year million energi manag agreement enron provid energymanag servic chase facil nationwid includingoffic build retail branch oper center part agreement enron provid commod manag includinganalysi consolid approxim annual util invoicescurr process multipl oper group well overallproject manag energi infrastructur upgrad design makemateri improv energi effici mani chase facil chase taken leadership posit among financi institut byrecogn financi administr benefit work enronto consolid energi manag process said lou pai ceo enronenergi servic agreement effect take chase energymanag busi enabl focu time resourc ongrow success financi servic busi transact anoth great exampl chase disciplin andin creat signific valu sharehold said lizflynn head chase busi servic demonstr theeffect chase busi servic share servic organizationcr improv servic lower cost chase operatinggroup chase manhattan corpor billion asset one theworld premier financi servic institut oper countri around globe chase top tier rank area ofinvest bank privat bank trade global market activ aswel inform transact process chase lead providerof financi solut larg corpor financi institut govern entiti middl market firm small busi individu relationship million consum across unitedst product servic credit card mortgag onlinebank debit card deposit product auto loan newlyform busi unit chase chase success creat new businessmodel internet economi chase reach web atwww chase enron one world lead electr natur ga andcommun compani compani own approxim billionin energi commun asset produc electr natur ga develop construct oper energi facil worldwid deliversphys commod financi risk manag servic customersaround world develop intellig network platform tofacilit onlin busi enron internet address enron andth stock trade ticker symbol ene,0
1133,mobil beaumont marol,rebeccafor mobil march begin march hpl start deliv dfor midcon dec jan mayb feb check daren farmer readi flash invoic thefirst confirm midcon volum amount datesthank lee,0
1134,cia li avail next custom,med avail onlin special xanax vlagra soma amblen vallumfre clall everi ordermor lnfo,1
1135,,daren pat gave spreadsheet show alloc togreen bayou check deal ticket end therei still two day need realloc pleas let know ifyou extend deal creat new one thank,0
1136,deal extens,jacki deal ena hpl zone tennesseesal ena third parti thanksjacki young amto victor lamadrid hou ect ect meredith mitchel hou ect ect daren jfarmer hou ect ectcc clem cernosek hou ect ect howard camp hou ect ect sherlynschumack hou ect ectsubject deal extens victor extend deal cover flow volum dec daren extend deal cover flow volum dec thank jacki,0
1137,hpl nom sept,see attach file hplo xl hplo xl,0
1138,valero plant,hey buddi go hope work dilig thatstock price back retir day valeropl quot due oper issu quot term thetexa citi plant want quot decemb year ican term let know see attach file valpltsenrn xl valpltsenrn xl,0
1139,meter,daren sean ga control call said meter flow approx mmbtu day nomin mmbtu day costillaenergi deal want adjust pleas advis bob,0
1140,eastran nomin chang effect,pleas decreas deliveri eastran mmbtu redeliveri well,0
1141,hpl buy sell report,fyi provid two report david baumbach report downloadedto excel save logist buy sell hpl may andbuy sell hpl may first report reflect buy sell hpl acrossal pipe entir month may second report reflect buy sellsbi hpl across pipe may report derivedfrom volum manag modul unifi pleas advis needaddit inform bob,0
1142,weekend nom either forward ken lay,forward ami chokshi corp enron royal edmondson reliantenergi amto ami chokshi enron ggrant enron comcc subject weekend nom either forward ken lay see attach file egmnom mar xl egmnom mar xl,0
1143,rev hpl nom eff march,daren kc want take nom gather andincreas texaco transport volum meter beginningtoday okay chang bob forward robert cotten hou ect bob wither pmto bob cotten mail tom acton mail stretch brennan knox westmorelandsubject rev hpl nom eff march sorri confus date subject line correctlyreflect bodi letter incorrectli reflect changefor shift texaco kc march bob wither zero net changeif need addit inform kc field contact stretch brennan invictoria bob wither kc energi inc san felip suit houston voic fax,0
1144,hpl nom august,see attach file hplo xl hplo xl,0
1145,top qualiti tablet,christoph stasi argonaut cleveland impal pobox persecut turvi constrain angelget prescript one locat whole rang tablet take look name stop receiv promot materi nowmyrtl pigeonhol inadmiss diagnos hiatu brother allegro pretoria,1
1146,tgp sabin,forward edward gottlob hou ect jame mckay amto edward gottlob hou ect ectcc subject tgp sabinefyi forward jame mckay hou ect sander layn amto weir gordon coffey ryan jame mckay oper control centersubject tgp sabineat time keep day work tri totak payback nomin tgp transco stark thentgp easili take cig sabin origin messag weir gordon sent monday januari sander layn coffey ryan jame mckay oper control center subject tgp sabin layn cig continu schedul deliv ga tgp sabin point good financi hpl cig cig owe tgp approxim sabin work next week plu higher nomin point look system see adjust made accommod advis suggest nomin point assist appreci thank gordonthi email file transmit pasoenergi corpor confidenti intend solelyfor use individu entiti areaddress receiv email errorpleas notifi sender,0
1147,high qualiti medic low rate start live normal life right,think mark great player confid tough situat top morn found thebest simpliest site formed net perscript easydeliveri privat secur easi grace taunt worth thousand insult gotanyth want erect treatment pill anti depress pill weight loss andmor pomewat bdfgad succeed busi reach top individu must know possibl know busi high qualiti stuff low rate moneyback guarante scorn great repeat often real man think much despis,1
1148,order confirm,lookyoung lose weight week withh edietari therapi shownon cb cnn oprah nightlin datelin nbc mtv moreit beenlabel health discoveri decad new england journal medicin forget age diet forev guaranteedinternet special buy free buy freehttp build muscl toneincreas energyimprov memorybuild healthier bonesimprov skindo dietingno hunger painsno cravingsno strenuousexercisehttp unoitrfd studieshav shown achiev energylevel increasemusclestrength improvementsexualpot improvementemotionalst improvementmemori improvementhttp unoitrfd want say adiosaspher hypocrit fairway hyad raft aubrey estuarin brakeman gage contest jibe croquet ballast paean teaspoon psychometri anterior deign judic sequoia necrosi fright drove hun inhuman shelton etat donnybrook coni spumoni saxoni ablaz tough elder bake bermuda stamped eastland quiet refut accomplish kim limp hiatt montana rapier albeit five infantri keynesian parallel dillon cramp cardamom doomsday compens canterel viciou windbreak coliseum delous nelsen sharehold love bestir breech delimit cb enthalpi block divers rudolf branch agnomen custodian alphamer milliped den alpha expel gibbon macroscop mansion munci bambi bilg syringa gateway emerald cheshir derog astring daytim floppi khrushchev colossu embryon debunk compliment armatur astart telegraphi,1
1149,mortgag interest rate lowest point,,1
1150,octob owner avail,anyon need fyibev forward beverli beati hou ect carlo rodriguez amto beverli beati hou ect ectcc subject octob owner avail forward carlo rodriguez hou ect steve holm amto subject octob owner avail attach reflect owner volum avail sale octob pleas let know nay question may thank steve owner volum enron xl,0
