,frequency,frequency_ham,frequency_spam,P(word),P(word|ham),P(word|spam)
technolog,201,33,168,0.0005833814647228357,0.0001324838309506317,0.001759973181361046
charg,199,132,67,0.0005775766740290762,0.0005299353238025268,0.0007018940663761314
handl,199,186,13,0.0005775766740290762,0.0007467270471762878,0.00013618840093865237
thru,198,192,6,0.0005746742786821964,0.000770815016440039,6.285618504860878e-05
pef,198,198,0,0.0005746742786821964,0.0007949029857037903,0.0
border,198,2,196,0.0005746742786821964,8.029323087917072e-06,0.0020533020449212203
web,197,117,80,0.0005717718833353167,0.00046971540064314875,0.0008380824673147837
doc,196,191,5,0.0005688694879884368,0.0007668003548960805,5.2380154207173984e-05
color,196,5,191,0.0005688694879884368,2.0073307719792683e-05,0.002000921890714046
gc,195,195,0,0.0005659670926415571,0.0007828590010719146,0.0
cec,195,195,0,0.0005659670926415571,0.0007828590010719146,0.0
talk,194,153,41,0.0005630646972946773,0.0006142432162256561,0.0004295172644988267
track,194,159,35,0.0005630646972946773,0.0006383311854894073,0.0003666610794502179
feel,193,100,93,0.0005601623019477975,0.00040146615439585364,0.0009742708682534361
dollar,193,57,136,0.0005601623019477975,0.00022883570800563658,0.0014247401944351324
understand,192,137,55,0.0005572599066009178,0.0005500086315223195,0.0005761816962789138
jame,192,183,9,0.0005572599066009178,0.0007346830625444122,9.428427757291318e-05
direct,192,130,62,0.0005572599066009178,0.0005219060007146097,0.0006495139121689574
comcc,191,191,0,0.0005543575112540379,0.0007668003548960805,0.0
weissman,191,191,0,0.0005543575112540379,0.0007668003548960805,0.0
applic,191,106,85,0.0005543575112540379,0.0004255541236596049,0.0008904626215219578
assist,191,125,66,0.0005543575112540379,0.000501832692994817,0.0006914180355346966
low,190,42,148,0.0005514551159071582,0.00016861578484625854,0.00155045256453235
hplo,190,190,0,0.0005514551159071582,0.0007627856933521219,0.0
user,189,119,70,0.0005485527205602784,0.00047774472373106585,0.0007333221589004358
corpor,189,113,76,0.0005485527205602784,0.0004536567544673146,0.0007961783439490446
approv,188,105,83,0.0005456503252133986,0.00042153946211564633,0.0008695105598390882
firm,188,166,22,0.0005456503252133986,0.000666433816297117,0.00023047267851156555
pipe,188,184,4,0.0005456503252133986,0.0007386977240883707,4.190412336573919e-05
soon,187,147,40,0.0005427479298665189,0.0005901552469619049,0.00041904123365739187
deliv,185,132,53,0.0005369431391727593,0.0005299353238025268,0.0005552296345960443
releas,184,88,96,0.0005340407438258795,0.0003532902158683512,0.0010056989607777405
buyback,184,184,0,0.0005340407438258795,0.0007386977240883707,0.0
someon,184,146,38,0.0005340407438258795,0.0005861405854179463,0.0003980891719745223
hope,183,143,40,0.0005311383484789997,0.0005740966007860707,0.00041904123365739187
paid,182,115,67,0.0005282359531321199,0.0004616860775552317,0.0007018940663761314
enronsubject,182,182,0,0.0005282359531321199,0.0007306684010004536,0.0
fact,181,43,138,0.0005253335577852402,0.00017263044639021706,0.001445692256118002
financi,181,106,75,0.0005253335577852402,0.0004255541236596049,0.0007857023131076098
spreadsheet,181,181,0,0.0005253335577852402,0.0007266537394564951,0.0
stop,180,46,134,0.0005224311624383604,0.00018467443102209268,0.0014037881327522627
pop,179,168,11,0.0005195287670914806,0.0006744631393850342,0.00011523633925578277
index,179,74,105,0.0005195287670914806,0.0002970849542529317,0.0010999832383506538
famili,177,56,121,0.000513723976397721,0.00022482104646167806,0.0012675997318136105
allen,177,172,5,0.000513723976397721,0.0006905217855608682,5.2380154207173984e-05
katherin,177,176,1,0.000513723976397721,0.0007065804317367024,1.0476030841434798e-05
carlo,177,177,0,0.000513723976397721,0.0007105950932806609,0.0
add,176,132,44,0.0005108215810508413,0.0005299353238025268,0.0004609453570231311
mean,176,75,101,0.0005108215810508413,0.00030109961579689024,0.0010580791149849146
error,176,123,53,0.0005108215810508413,0.0004938033699069,0.0005552296345960443
logist,175,172,3,0.0005079191857039614,0.0006905217855608682,3.142809252430439e-05
content,175,63,112,0.0005079191857039614,0.0002529236772693878,0.0011733154542406972
caus,174,88,86,0.0005050167903570817,0.0003532902158683512,0.0009009386523633926
camp,174,172,2,0.0005050167903570817,0.0006905217855608682,2.0952061682869596e-05
close,174,124,50,0.0005050167903570817,0.0004978180314508585,0.0005238015420717399
payment,173,116,57,0.000502114395010202,0.00046570073909919026,0.0005971337579617834
imag,172,73,99,0.0004992119996633221,0.00029307029270897315,0.001037127053302045
page,172,128,44,0.0004992119996633221,0.0005138766776266926,0.0004609453570231311
anyth,172,151,21,0.0004992119996633221,0.000606213893137739,0.00021999664767013074
event,171,49,122,0.0004963096043164424,0.0001967184156539683,0.0012780757626550453
top,171,58,113,0.0004963096043164424,0.00023285036954959513,0.001183791485082132
tax,171,130,41,0.0004963096043164424,0.0005219060007146097,0.0004295172644988267
public,171,44,127,0.0004963096043164424,0.0001766451079341756,0.0013304559168622193
either,170,140,30,0.0004934072089695625,0.0005620526161541951,0.0003142809252430439
valid,170,152,18,0.0004934072089695625,0.0006102285546816976,0.00018856855514582635
cover,170,149,21,0.0004934072089695625,0.000598184570049822,0.00021999664767013074
href,170,0,170,0.0004934072089695625,0.0,0.0017809252430439155
adjust,170,167,3,0.0004934072089695625,0.0006704484778410757,3.142809252430439e-05
anoth,168,127,41,0.000487602418275803,0.0005098620160827341,0.0004295172644988267
allow,167,121,46,0.00048470002292892326,0.00048577404681898295,0.00048189741870600065
reflect,167,160,7,0.00048470002292892326,0.0006423458470333659,7.333221589004358e-05
three,167,106,61,0.00048470002292892326,0.0004255541236596049,0.0006390378813275226
microsoft,167,17,150,0.00048470002292892326,6.824924624729513e-05,0.0015714046262152196
indic,167,84,83,0.00048470002292892326,0.0003372315696925171,0.0008695105598390882
period,167,155,12,0.00048470002292892326,0.0006222725393135732,0.00012571237009721757
kati,166,163,3,0.00048179762758204347,0.0006543898316652415,3.142809252430439e-05
regist,166,66,100,0.00048179762758204347,0.0002649676619012634,0.0010476030841434798
old,166,124,42,0.00048179762758204347,0.0004978180314508585,0.0004399932953402615
enronxg,166,166,0,0.00048179762758204347,0.000666433816297117,0.0
wynn,166,164,2,0.00048179762758204347,0.0006584044932092,2.0952061682869596e-05
advic,166,24,142,0.00048179762758204347,9.635187705500487e-05,0.0014875963794837412
featur,166,45,121,0.00048179762758204347,0.00018065976947813416,0.0012675997318136105
wednesday,166,158,8,0.00048179762758204347,0.0006343165239454488,8.380824673147838e-05
medic,165,10,155,0.0004788952322351637,4.014661543958537e-05,0.0016237847804223937
profession,165,15,150,0.0004788952322351637,6.021992315937805e-05,0.0015714046262152196
suit,164,89,75,0.0004759928368882839,0.00035730487741230977,0.0007857023131076098
run,164,114,50,0.0004759928368882839,0.00045767141601127316,0.0005238015420717399
mike,164,161,3,0.0004759928368882839,0.0006463605085773244,3.142809252430439e-05
swing,163,158,5,0.00047309044154140415,0.0006343165239454488,5.2380154207173984e-05
explor,163,103,60,0.00047309044154140415,0.0004135101390277293,0.0006285618504860878
concern,163,124,39,0.00047309044154140415,0.0004978180314508585,0.00040856520281595707
expir,162,140,22,0.00047018804619452435,0.0005620526161541951,0.00023047267851156555
letter,162,106,56,0.00047018804619452435,0.0004255541236596049,0.0005866577271203486
notic,162,114,48,0.00047018804619452435,0.00045767141601127316,0.0005028494803888703
relat,162,109,53,0.00047018804619452435,0.00043759810829148047,0.0005552296345960443
websit,161,74,87,0.00046728565084764456,0.0002970849542529317,0.0009114146832048274
intend,161,93,68,0.00046728565084764456,0.0003733635235881439,0.0007123700972175662
love,160,73,87,0.00046438325550076477,0.00029307029270897315,0.0009114146832048274
src,160,0,160,0.00046438325550076477,0.0,0.0016761649346295675
rita,160,160,0,0.00046438325550076477,0.0006423458470333659,0.0
amount,159,134,25,0.00046148086015388503,0.0005379646468904439,0.00026190077103586994
imbal,159,158,1,0.00046148086015388503,0.0006343165239454488,1.0476030841434798e-05
announc,159,63,96,0.00046148086015388503,0.0002529236772693878,0.0010056989607777405
william,159,153,6,0.00046148086015388503,0.0006142432162256561,6.285618504860878e-05
equistar,159,159,0,0.00046148086015388503,0.0006383311854894073,0.0
got,158,97,61,0.00045857846480700524,0.00038942216976397805,0.0006390378813275226
item,157,136,21,0.00045567606946012544,0.000545993969978361,0.00021999664767013074
case,157,94,63,0.00045567606946012544,0.00037737818513210246,0.0006599899430103923
survey,157,151,6,0.00045567606946012544,0.000606213893137739,6.285618504860878e-05
anita,157,157,0,0.00045567606946012544,0.0006303018624014903,0.0
full,156,48,108,0.00045277367411324565,0.00019270375411000975,0.001131411330874958
contain,155,56,99,0.00044987127876636586,0.00022482104646167806,0.001037127053302045
morn,155,128,27,0.00044987127876636586,0.0005138766776266926,0.0002828528327187395
sourc,155,28,127,0.00044987127876636586,0.00011241052323083903,0.0013304559168622193
might,154,100,54,0.0004469688834194861,0.00040146615439585364,0.000565705665437479
partner,154,85,69,0.0004469688834194861,0.0003412462312364756,0.000722846128059001
calpin,154,154,0,0.0004469688834194861,0.0006182578777696147,0.0
return,154,113,41,0.0004469688834194861,0.0004536567544673146,0.0004295172644988267
yahoo,153,104,49,0.0004440664880726063,0.0004175248005716878,0.0005133255112303051
better,153,71,82,0.0004440664880726063,0.0002850409696210561,0.0008590345289976534
document,153,114,39,0.0004440664880726063,0.00045767141601127316,0.00040856520281595707
expens,152,92,60,0.00044116409272572653,0.00036934886204418536,0.0006285618504860878
prescript,152,1,151,0.00044116409272572653,4.014661543958536e-06,0.0015818806570566544
credit,151,71,80,0.00043826169737884674,0.0002850409696210561,0.0008380824673147837
assign,150,140,10,0.000435359302031967,0.0005620526161541951,0.00010476030841434797
alreadi,150,107,43,0.000435359302031967,0.00042956878520356343,0.0004504693261816963
gco,150,150,0,0.000435359302031967,0.0006021992315937805,0.0
ad,150,113,37,0.000435359302031967,0.0004536567544673146,0.0003876131411330875
view,149,86,63,0.0004324569066850872,0.0003452608927804341,0.0006599899430103923
bank,149,34,115,0.0004324569066850872,0.00013649849249459026,0.0012047435467650016
area,149,83,66,0.0004324569066850872,0.0003332169081485585,0.0006914180355346966
ee,149,149,0,0.0004324569066850872,0.000598184570049822,0.0
repres,148,76,72,0.0004295545113382074,0.0003051142773408488,0.0007542742205833054
present,148,93,55,0.0004295545113382074,0.0003733635235881439,0.0005761816962789138
entex,147,147,0,0.0004266521159913276,0.0005901552469619049,0.0
thought,147,103,44,0.0004266521159913276,0.0004135101390277293,0.0004609453570231311
refer,147,93,54,0.0004266521159913276,0.0003733635235881439,0.000565705665437479
facil,147,128,19,0.0004266521159913276,0.0005138766776266926,0.00019904458598726116
import,147,86,61,0.0004266521159913276,0.0003452608927804341,0.0006390378813275226
hold,147,63,84,0.0004266521159913276,0.0002529236772693878,0.000879986590680523
exchang,147,82,65,0.0004266521159913276,0.0003292022466046,0.0006809420046932619
tdtd,146,0,146,0.0004237497206444479,0.0,0.0015295005028494804
thu,146,125,21,0.0004237497206444479,0.000501832692994817,0.00021999664767013074
download,146,50,96,0.0004237497206444479,0.00020073307719792682,0.0010056989607777405
open,146,86,60,0.0004237497206444479,0.0003452608927804341,0.0006285618504860878
clear,146,122,24,0.0004237497206444479,0.0004897887083629414,0.00025142474019443513
ciali,146,0,146,0.0004237497206444479,0.0,0.0015295005028494804
reason,145,69,76,0.0004208473252975681,0.000277011646533139,0.0007961783439490446
cut,145,119,26,0.0004208473252975681,0.00047774472373106585,0.00027237680187730475
materi,145,29,116,0.0004208473252975681,0.00011642518477479757,0.0012152195776064364
suggest,145,90,55,0.0004208473252975681,0.0003613195389562683,0.0005761816962789138
aep,145,145,0,0.0004208473252975681,0.0005821259238739878,0.0
cotton,145,143,2,0.0004208473252975681,0.0005740966007860707,2.0952061682869596e-05
citi,144,83,61,0.0004179449299506883,0.0003332169081485585,0.0006390378813275226
ray,143,141,2,0.0004150425346038085,0.0005660672776981537,2.0952061682869596e-05
brenda,142,141,1,0.00041214013925692876,0.0005660672776981537,1.0476030841434798e-05
involv,142,60,82,0.00041214013925692876,0.0002408796926375122,0.0008590345289976534
reserv,142,96,46,0.00041214013925692876,0.0003854075082200195,0.00048189741870600065
qualiti,142,39,103,0.00041214013925692876,0.00015657180021438292,0.0010790311766677842
tomorrow,141,137,4,0.00040923774391004897,0.0005500086315223195,4.190412336573919e-05
real,141,45,96,0.00040923774391004897,0.00018065976947813416,0.0010056989607777405
sever,141,111,30,0.00040923774391004897,0.00044562743137939757,0.0003142809252430439
action,141,39,102,0.00040923774391004897,0.00015657180021438292,0.0010685551458263494
impact,141,116,25,0.00040923774391004897,0.00046570073909919026,0.00026190077103586994
hotmail,141,135,6,0.00040923774391004897,0.0005419793084344024,6.285618504860878e-05
redeliveri,140,140,0,0.0004063353485631692,0.0005620526161541951,0.0
lst,140,121,19,0.0004063353485631692,0.00048577404681898295,0.00019904458598726116
viagra,140,0,140,0.0004063353485631692,0.0,0.0014666443178008716
storag,139,108,31,0.0004034329532162894,0.0004335834467475219,0.0003247569560844787
valley,139,137,2,0.0004034329532162894,0.0005500086315223195,2.0952061682869596e-05
select,139,89,50,0.0004034329532162894,0.00035730487741230977,0.0005238015420717399
coastal,139,138,1,0.0004034329532162894,0.000554023293066278,1.0476030841434798e-05
canada,138,69,69,0.00040053055786940965,0.000277011646533139,0.000722846128059001
transfer,138,41,97,0.00040053055786940965,0.0001646011233023,0.0010161749916191753
ranch,138,137,1,0.00040053055786940965,0.0005500086315223195,1.0476030841434798e-05
darren,138,138,0,0.00040053055786940965,0.000554023293066278,0.0
distribut,138,93,45,0.00040053055786940965,0.0003733635235881439,0.00047142138786456585
valu,138,90,48,0.00040053055786940965,0.0003613195389562683,0.0005028494803888703
fred,137,136,1,0.00039762816252252985,0.000545993969978361,1.0476030841434798e-05
effort,137,80,57,0.00039762816252252985,0.00032117292351668293,0.0005971337579617834
someth,137,109,28,0.00039762816252252985,0.00043759810829148047,0.0002933288635601743
scott,137,130,7,0.00039762816252252985,0.0005219060007146097,7.333221589004358e-05
parker,136,132,4,0.00039472576717565006,0.0005299353238025268,4.190412336573919e-05
fill,136,86,50,0.00039472576717565006,0.0003452608927804341,0.0005238015420717399
never,136,58,78,0.00039472576717565006,0.00023285036954959513,0.0008171304056319141
donald,136,134,2,0.00039472576717565006,0.0005379646468904439,2.0952061682869596e-05
around,136,98,38,0.00039472576717565006,0.0003934368313079366,0.0003980891719745223
soft,136,0,136,0.00039472576717565006,0.0,0.0014247401944351324
